FullAddress,SID,PID,EXID,Service,Longitude,Latitude,Company,_overlaps
914 W RAMSHORN DUBOIS WY 82513,45786,,3,Fiber,-109.6461267,43.53938718,DUBOIS,
10374 DRY LAND DR EDGEMONT SD 57735,29106,,17,Fiber,-103.9774363,43.70116661,Worland,
86 S MAIN ST BUFFALO WY 82834,60634,,42,Fiber,-106.6985103,44.34559597,Sheridan,
218 WARREN ST THERMOPOLIS WY 82443,10573,,21,Fiber,-108.2056558,43.64510397,Worland,
1220 HOWELL AVE WORLAND WY 82401,14385,,23,Fiber,-107.9523407,44.01129131,Worland,
6519 SPEER RD CHEYENNE WY,940719,,48,Fiber,-104.8901555,41.04755659,Sheridan,
601 N 10TH ST WORLAND WY 82401,12218,,23,Fiber,-107.9562788,44.02262925,Worland,
40 OLD HWY 85 RD NEWCASTLE WY 82701,28650,,17,Fiber,-104.171524,43.84034135,Worland,
39 GEYSER CREEK CONNECTION DUBOIS WY 82513,45296,,3,Fiber,-109.7077558,43.52276231,DUBOIS,
25609 MOUNTAIN SHADOW RD EDGEMONT SD 57735,29062,,17,Fiber,-103.9804566,43.69358077,Worland,
124 E WARREN ST THERMOPOLIS WY 82443,9876,,21,Fiber,-108.2004161,43.64565611,Worland,
1219 HOWELL AVE WORLAND WY 82401,14382,,23,Fiber,-107.9527723,44.01168099,Worland,
535 BROADWAY ST THERMOPOLIS WY 82443,9531,,21,Fiber,-108.2115215,43.64589033,Worland,
80 S MAIN ST BUFFALO WY 82834,794236,,42,Fiber,-106.6985574,44.34564513,Sheridan,
132 S 2ND ST THERMOPOLIS WY 82443,9480,,21,Fiber,-108.2052685,43.64534639,Worland,
1807 CREST WAY WORLAND WY 82401,13146,,23,Fiber,-107.9452842,44.02192256,Worland,
25614 MOUNTAIN SHADOW RD EDGEMONT SD 57735,29098,,17,Fiber,-103.9772649,43.69297903,Worland,
10 MOUNTAIN VIEW DR SUNDANCE WY 82729,49505,,78,Fiber,-104.382141,44.40063552,Forsyth,
1216 HOWELL AVE WORLAND WY 82401,14384,,23,Fiber,-107.9525632,44.01128506,Worland,
600 N 10TH ST WORLAND WY 82401,12277,,23,Fiber,-107.955406,44.02270309,Worland,
516 TETON PL WORLAND WY 82401,12161,,23,Fiber,-107.9477513,44.02181035,Worland,
25697 ANTELOPE RD EDGEMONT SD 57735,29065,,17,Fiber,-103.9756426,43.69051443,Worland,
70 S MAIN ST BUFFALO WY 82834,794234,,42,Fiber,-106.6986459,44.34579571,Sheridan,
218 1/2 WARREN ST THERMOPOLIS WY 82443,10577,,21,Fiber,-108.2056206,43.64535539,Worland,
304 B ROBERTSON AVE WORLAND WY 82401,12662,,23,Fiber,-107.964939,44.01763843,Worland,
1215 HOWELL AVE WORLAND WY 82401,14381,,23,Fiber,-107.9530434,44.01162803,Worland,
122 E WARREN ST THERMOPOLIS WY 82443,9875,,21,Fiber,-108.2006443,43.64568798,Worland,
28 OLD HWY 85 RD NEWCASTLE WY 82701,28648,,17,Fiber,-104.1736127,43.84099285,Worland,
10355 ELK DR EDGEMONT SD 57735,29100,,17,Fiber,-103.9827497,43.68801239,Worland,
914 A W RAMSHORN DUBOIS WY 82513,46267,,3,Fiber,-109.6462993,43.53960433,DUBOIS,
10354 ELK DR EDGEMONT SD 57735,29214,,17,Fiber,-103.9847041,43.6888083,Worland,
66 S MAIN ST BUFFALO WY 82834,796117,,42,Fiber,-106.6987159,44.34592274,Sheridan,
1212 HOWELL AVE WORLAND WY 82401,14383,,23,Fiber,-107.9528047,44.01125421,Worland,
2001 CAPITOL AVE CHEYENNE WY 82001,925515,,48,Fiber,-104.8171604,41.13706269,Sheridan,
431 BROADWAY ST THERMOPOLIS WY 82443,9524,,21,Fiber,-108.2096703,43.64583703,Worland,
529 BROADWAY ST THERMOPOLIS WY 82443,9532,,21,Fiber,-108.2113254,43.64586005,Worland,
545 N 10TH ST WORLAND WY 82401,12217,,23,Fiber,-107.9563333,44.02179145,Worland,
25646 ANTELOPE RD EDGEMONT SD 57735,29074,,17,Fiber,-103.9875163,43.68978136,Worland,
115 N 6TH ST SUNDANCE WY 82729,49762,,78,Fiber,-104.37588,44.4068128,Forsyth,
1209 HOWELL AVE WORLAND WY 82401,14380,,23,Fiber,-107.953269,44.01159436,Worland,
120 E WARREN ST THERMOPOLIS WY 82443,9874,,21,Fiber,-108.2008331,43.64568055,Worland,
10379 TURKEY TRL EDGEMONT SD 57735,29089,,17,Fiber,-103.9867577,43.69133826,Worland,
38 S MAIN ST BUFFALO WY 82834,64227,,42,Fiber,-106.6988145,44.34616986,Sheridan,
419 BROADWAY ST DUP-2 THERMOPOLIS WY 82443,10575,,21,Fiber,-108.2091412,43.64584287,Worland,
305 W 5TH ST PINE BLUFFS WY 82082,5443,,19,Fiber,-104.0717477,41.18004594,Worland,
12 OLD HWY 85 RD NEWCASTLE WY 82701,28652,,17,Fiber,-104.1770255,43.84219173,Worland,
1208 HOWELL AVE WORLAND WY 82401,14374,,23,Fiber,-107.9530101,44.01120444,Worland,
1516 CREST WAY WORLAND WY 82401,12192,,23,Fiber,-107.9475774,44.02055671,Worland,
103 S WEST ST SUNDANCE WY 82729,49545,,78,Fiber,-104.3823884,44.40476606,Forsyth,
25612 ANTELOPE RD EDGEMONT SD 57735,29093,,17,Fiber,-103.9925439,43.69353321,Worland,
112 E WARREN ST THERMOPOLIS WY 82443,9873,,21,Fiber,-108.2011154,43.64582078,Worland,
28 S MAIN ST BUFFALO WY 82834,63894,,42,Fiber,-106.6988392,44.34624764,Sheridan,
419 BROADWAY ST DUP-1 THERMOPOLIS WY 82443,10574,,21,Fiber,-108.2088893,43.64582824,Worland,
1204 HOWELL AVE WORLAND WY 82401,14376,,23,Fiber,-107.9532228,44.01115792,Worland,
500 N 10TH ST WORLAND WY 82401,63110,,23,Fiber,-107.9555674,44.02171951,Worland,
25624 BLACKTAIL CT EDGEMONT SD 57735,29107,,17,Fiber,-103.9927995,43.69170639,Worland,
25590 VALLEY RIDGE RD EDGEMONT SD 57735,29045,,17,Fiber,-103.9989631,43.69607956,Worland,
309 W 20 ST CHEYENNE WY 82001,946515,,48,Fiber,-104.8189333,41.13545244,Sheridan,
518 TETON PL WORLAND WY 82401,12160,,23,Fiber,-107.9482071,44.02174442,Worland,
10251 VALLEY RD EDGEMONT SD 57735,29043,,17,Fiber,-103.9982727,43.69247072,Worland,
1205 HOWELL AVE WORLAND WY 82401,14379,,23,Fiber,-107.9535031,44.01150079,Worland,
119 S 6 ST THERMOPOLIS WY 82443,9536,,21,Fiber,-108.2116782,43.64537894,Worland,
22 S MAIN ST BUFFALO WY 82834,794222,,42,Fiber,-106.6988531,44.34632235,Sheridan,
144 N 6 ST THERMOPOLIS WY 82443,9445,,21,Fiber,-108.2123801,43.6470129,Worland,
36 GEYSER CREEK CONNECTION DUBOIS WY 82513,46162,,3,Fiber,-109.7073883,43.52425013,DUBOIS,
10226 MEADOW DR EDGEMONT SD 57735,946069,,17,Fiber,-104.0082843,43.66797566,Worland,
420 N 10TH ST WORLAND WY 82401,12373,,23,Fiber,-107.9551977,44.02076789,Worland,
1200 HOWELL AVE WORLAND WY 82401,14375,,23,Fiber,-107.9533661,44.01103637,Worland,
308 ROBERTSON AVE WORLAND WY 82401,15438,,23,Fiber,-107.9648019,44.01768295,Worland,
96 TIMBER JACK JOE & TUFFY DUBOIS WY 82513,45851,,3,Fiber,-109.6325991,43.52980139,DUBOIS,
103 E BROADWAY ST THERMOPOLIS WY 82443,9872,,21,Fiber,-108.20138,43.64622077,Worland,
14 S MAIN ST BUFFALO WY 82834,794219,,42,Fiber,-106.6988635,44.34642194,Sheridan,
715 ARAPAHOE ST THERMOPOLIS WY 82443,10514,,21,Fiber,-108.214346,43.64711761,Worland,
348 RD 686 MILES CITY MT 59301,20881,,32,Fiber,-105.7313868,45.80480191,Forsyth,
1201 HOWELL AVE WORLAND WY 82401,14373,,23,Fiber,-107.9538399,44.01151401,Worland,
100 TAYLOR CREEK RD DUBOIS WY 82513,46244,,3,Fiber,-109.6663371,43.54822017,DUBOIS,
1013 N HIGHWAY 20 WORLAND WY 82401,11987,,23,Fiber,-107.9493254,44.03506454,Worland,
25733 DEWEY RD EDGEMONT SD 57735,29031,,17,Fiber,-104.0038032,43.6750751,Worland,
10209 MEADOW DR EDGEMONT SD 57735,26646,,17,Fiber,-104.0196104,43.66734514,Worland,
115 E BROADWAY ST THERMOPOLIS WY 82443,9871,,21,Fiber,-108.2012027,43.6461946,Worland,
10 S MAIN ST BUFFALO WY 82834,61732,,42,Fiber,-106.6989202,44.34649415,Sheridan,
1203 HOWELL AVE WORLAND WY 82401,14378,,23,Fiber,-107.9537493,44.01154338,Worland,
417 N 10TH ST WORLAND WY 82401,12201,,23,Fiber,-107.9563302,44.02052174,Worland,
829 ARAPAHOE ST THERMOPOLIS WY 82443,8709,,21,Fiber,-108.2166252,43.64698411,Worland,
109 N 6TH ST SUNDANCE WY 82729,64956,,78,Fiber,-104.3755848,44.40669113,Forsyth,
25563 HARRIETT WARD RD EDGEMONT SD 57735,946027,,17,Fiber,-103.9720146,43.70176628,Worland,
2200 PIONEER AVE CHEYENNE WY 82001,946516,,48,Fiber,-104.8218288,41.13746505,Sheridan,
6102 COUNTY ROAD 213 PINE BLUFFS WY 82082,5932,,19,Fiber,-104.1174361,41.18801486,Worland,
1821 HARKINS AVE WORLAND WY 82401,13544,,23,Fiber,-107.9444345,44.01479966,Worland,
818 S 7 ST THERMOPOLIS WY 82443,9357,,21,Fiber,-108.2140604,43.63780079,Worland,
10225 DUGOUT CREEK DR EDGEMONT SD 57735,29050,,17,Fiber,-104.0119008,43.67279516,Worland,
78 N LOBBAN AVE BUFFALO WY 82834,796226,,42,Fiber,-106.6978361,44.3481663,Sheridan,
917 ARAPAHOE ST THERMOPOLIS WY 82443,8718,,21,Fiber,-108.2179262,43.6471458,Worland,
10211 DUGOUT CREEK DR EDGEMONT SD 57735,29215,,17,Fiber,-104.0136247,43.67464528,Worland,
1650 STATE HWY 215 PINE BLUFFS WY 82082,5944,,19,Fiber,-104.0910907,41.23824043,Worland,
1800 HARKINS AVE WORLAND WY 82401,13635,,23,Fiber,-107.9452057,44.01369249,Worland,
409 N 10TH ST WORLAND WY 82401,12202,,23,Fiber,-107.9561331,44.02039478,Worland,
11 MOUNTAIN VIEW DR SUNDANCE WY 82729,49504,,78,Fiber,-104.3824576,44.40064242,Forsyth,
600 N 15TH ST WORLAND WY 82401,12165,,23,Fiber,-107.9481937,44.02219511,Worland,
10169 ELK MOUNTAIN RD EDGEMONT SD 57735,29041,,17,Fiber,-104.0231978,43.69246895,Worland,
909 ARAPAHOE ST THERMOPOLIS WY 82443,8719,,21,Fiber,-108.2177382,43.64717435,Worland,
10119 HIGHWAY 59 S MILES CITY MT 59301,20937,,32,Fiber,-105.6716817,45.81941083,Forsyth,
1615 HARKINS AVE WORLAND WY 82401,14585,,23,Fiber,-107.9463961,44.01333629,Worland,
219 E BROADWAY ST THERMOPOLIS WY 82443,9815,,21,Fiber,-108.1969862,43.64618319,Worland,
19 TURKEY TRL NEWCASTLE WY 82701,942366,,17,Fiber,-104.1615827,43.83952577,Worland,
7 N MAIN ST BUFFALO WY 82834,63752,,42,Fiber,-106.6986247,44.34702476,Sheridan,
10135 ELK MOUNTAIN RD EDGEMONT SD 57735,29048,,17,Fiber,-104.0281628,43.69413999,Worland,
121 N 6TH ST SUNDANCE WY 82729,50128,,78,Fiber,-104.3760646,44.40700963,Forsyth,
111 N 9 ST THERMOPOLIS WY 82443,8712,,21,Fiber,-108.2174922,43.64695347,Worland,
1609 GRACE AVE WORLAND WY 82401,13598,,23,Fiber,-107.9466113,44.01341677,Worland,
2416 SNYDER AVE CHEYENNE WY 82001,946517,,48,Fiber,-104.8287896,41.13715955,Sheridan,
405 N 10TH ST WORLAND WY 82401,15631,,23,Fiber,-107.9563192,44.02012325,Worland,
308 1/2 ROBERTSON AVE WORLAND WY 82401,15437,,23,Fiber,-107.9647458,44.01758026,Worland,
685 COAL CREEK RD CLEARMONT WY 82835,908721,,38,Fiber,-106.5365038,44.56896405,Forsyth,
11 N MAIN ST BUFFALO WY 82834,63753,,42,Fiber,-106.6986433,44.3471268,Sheridan,
Null,7637,,21,Fiber,-108.2100298,43.64341714,Worland,
1605 GRACE AVE WORLAND WY 82401,13668,,23,Fiber,-107.9467943,44.01350668,Worland,
1806 YELLOWSTONE AVE WORLAND WY 82401,13289,,23,Fiber,-107.944563,44.0223046,Worland,
937 ARAPAHOE ST THERMOPOLIS WY 82443,8715,,21,Fiber,-108.2183443,43.64715644,Worland,
414 MARKET ST PINE BLUFFS WY 82082,5452,,19,Fiber,-104.0699605,41.18015715,Worland,
10621 TEEPEE WORK CENTER LOOP EDGEMONT SD 57735,61866,,17,Fiber,-103.9319567,43.72278502,Worland,
99 BIRCH DUBOIS WY 82513,45856,,3,Fiber,-109.6326337,43.53024156,DUBOIS,
227 E BROADWAY ST THERMOPOLIS WY 82443,9817,,21,Fiber,-108.1963865,43.64622437,Worland,
1601 GRACE AVE WORLAND WY 82401,13599,,23,Fiber,-107.9469655,44.01364115,Worland,
411 HORSE CREEK RD DUBOIS WY 82513,45569,,3,Fiber,-109.6338602,43.5394644,DUBOIS,
15 N MAIN ST BUFFALO WY 82834,64946,,42,Fiber,-106.6986471,44.34722283,Sheridan,
945 ARAPAHOE ST THERMOPOLIS WY 82443,8714,,21,Fiber,-108.2186068,43.64718405,Worland,
400 N 10TH ST WORLAND WY 82401,12374,,23,Fiber,-107.9554003,44.02025436,Worland,
106 E RAMSHORN DUBOIS WY 82513,45793,,3,Fiber,-109.6324837,43.53421392,DUBOIS,
112 WESTVIEW DR DUBOIS WY 82513,46191,,3,Fiber,-109.6684236,43.55137219,DUBOIS,
1521 GRACE AVE WORLAND WY 82401,13600,,23,Fiber,-107.9471119,44.01374683,Worland,
1009 COUNTY ROAD 162 PINE BLUFFS WY 82082,6033,,19,Fiber,-104.1001055,41.14457936,Worland,
25447 DEWEY RD EDGEMONT SD 57735,29029,,17,Fiber,-104.0236902,43.7170707,Worland,
10625 TEEPEE WORK CENTER LOOP EDGEMONT SD 57735,29012,,17,Fiber,-103.9303883,43.7232029,Worland,
1001 ARAPAHOE ST THERMOPOLIS WY 82443,8720,,21,Fiber,-108.2194494,43.64704066,Worland,
23125 HWY 259 CASPER WY 82601,946575,,44,Fiber,-106.323301,43.17863957,Sheridan,
1171 BEAVER CREEK RD NEWCASTLE WY 82701,946316,,17,Fiber,-104.1156474,43.97853208,Worland,
1517 GRACE AVE WORLAND WY 82401,13601,,23,Fiber,-107.9473318,44.01387489,Worland,
830 FREMONT ST THERMOPOLIS WY 82443,9019,,21,Fiber,-108.2164246,43.64423949,Worland,
17 N MAIN ST BUFFALO WY 82834,794188,,42,Fiber,-106.6986603,44.34729703,Sheridan,
316 N 10TH ST WORLAND WY 82401,12376,,23,Fiber,-107.9556176,44.01934355,Worland,
600 MEADOWLARK LN WORLAND WY 82401,13261,,23,Fiber,-107.9430944,44.02196865,Worland,
1021 ARAPAHOE ST THERMOPOLIS WY 82443,8721,,21,Fiber,-108.219682,43.64720807,Worland,
1305 PULLIAM AVE WORLAND WY 82401,12873,,23,Fiber,-107.9512938,44.01914982,Worland,
1513 GRACE AVE WORLAND WY 82401,13054,,23,Fiber,-107.9475039,44.01392471,Worland,
306 LAWSON AVE WORLAND WY 82401,63013,,23,Fiber,-107.964744,44.02052087,Worland,
705 MAIN ST PINE BLUFFS WY 82082,5624,,19,Fiber,-104.0679952,41.17744545,Worland,
219 E ARAPAHOE ST THERMOPOLIS WY 82443,9829,,21,Fiber,-108.1969898,43.64722708,Worland,
19 N MAIN ST BUFFALO WY 82834,61780,,42,Fiber,-106.6986896,44.34736721,Sheridan,
1101 PATRIOT PL SUNDANCE WY 82729,50521,,78,Fiber,-104.364565,44.39831809,Forsyth,
1027 ARAPAHOE ST THERMOPOLIS WY 82443,8722,,21,Fiber,-108.2199458,43.64719449,Worland,
1509 GRACE AVE WORLAND WY 82401,13055,,23,Fiber,-107.9477844,44.01397051,Worland,
1015 ROBERTSON AVE WORLAND WY 82401,12750,,23,Fiber,-107.9548805,44.0181159,Worland,
10623 TEEPEE WORK CENTER LOOP EDGEMONT SD 57735,29011,,17,Fiber,-103.9314696,43.72283413,Worland,
25687 ANTELOPE RD EDGEMONT SD 57735,946411,,17,Fiber,-103.9777586,43.68851479,Worland,
514 E MAIN ST SUNDANCE WY 82729,49764,,78,Fiber,-104.3762746,44.40686491,Forsyth,
134 CEDAR ST NEWCASTLE WY 82701,28618,,17,Fiber,-104.1818008,43.84553377,Worland,
25 N MAIN ST BUFFALO WY 82834,794191,,42,Fiber,-106.6987325,44.34745193,Sheridan,
1505 GRACE AVE WORLAND WY 82401,15488,,23,Fiber,-107.9480122,44.01393955,Worland,
2121 CENTRAL AVE CHEYENNE WY 82001,946585,,48,Fiber,-104.8171313,41.13821969,Sheridan,
1037 ARAPAHOE ST THERMOPOLIS WY 82443,8723,,21,Fiber,-108.2201494,43.64722014,Worland,
217 S 8 ST THERMOPOLIS WY 82443,9032,,21,Fiber,-108.2152296,43.64439121,Worland,
2611 HWY 14 E CLEARMONT WY 82835,32382,,38,Fiber,-106.5722043,44.56851023,Forsyth,
401 N WEST ST SUNDANCE WY 82729,50264,,78,Fiber,-104.3825824,44.40701473,Forsyth,
97 BIRCH DUBOIS WY 82513,45847,,3,Fiber,-109.6323055,43.53036163,DUBOIS,
1616 CULBERTSON AVE WORLAND WY 82401,15534,,23,Fiber,-107.9460811,44.01364718,Worland,
3 MOUNTAIN VIEW DR SUNDANCE WY 82729,49567,,78,Fiber,-104.3830511,44.40055166,Forsyth,
113 N C AVE THERMOPOLIS WY 82443,9833,,21,Fiber,-108.1977958,43.64681529,Worland,
1045 ARAPAHOE ST THERMOPOLIS WY 82443,8724,,21,Fiber,-108.2203259,43.6472141,Worland,
944 TIMBER AVE NEWCASTLE WY 82701,26926,,17,Fiber,-104.2185904,43.86149616,Worland,
25548 ANTELOPE RD EDGEMONT SD 57735,946410,,17,Fiber,-103.986299,43.70058608,Worland,
33 N MAIN ST BUFFALO WY 82834,794192,,42,Fiber,-106.6987425,44.34753848,Sheridan,
1625 CULBERTSON AVE WORLAND WY 82401,13604,,23,Fiber,-107.9456556,44.01390024,Worland,
1131 WOOD ST LOT 1 NEWCASTLE WY 82701,51053,,17,Fiber,-104.2197808,43.85770615,Worland,
3324 E LINCOLN WAY CHEYENNE WY 82001,946692,,48,Fiber,-104.7698366,41.13868858,Sheridan,
140 E BROADWAY ST THERMOPOLIS WY 82443,9839,,21,Fiber,-108.1998091,43.64667633,Worland,
1028 BROADWAY ST THERMOPOLIS WY 82443,8734,,21,Fiber,-108.2199613,43.6466092,Worland,
223 S 6 ST THERMOPOLIS WY 82443,9648,,21,Fiber,-108.2115594,43.6441765,Worland,
1025 GROVE ST APT 4 NEWCASTLE WY 82701,51054,,17,Fiber,-104.2194111,43.85820728,Worland,
1621 CULBERTSON AVE WORLAND WY 82401,13605,,23,Fiber,-107.9458613,44.0140487,Worland,
915 N WOOD ST NEWCASTLE WY 82701,27159,,17,Fiber,-104.2167673,43.85817021,Worland,
130 E BROADWAY ST UNIT 2 THERMOPOLIS WY 82443,9840,,21,Fiber,-108.2000218,43.64670689,Worland,
37 N MAIN ST BUFFALO WY 82834,794193,,42,Fiber,-106.6987468,44.34760337,Sheridan,
909 WOOD ST NEWCASTLE WY 82701,27164,,17,Fiber,-104.2166166,43.85771829,Worland,
1044 BROADWAY ST THERMOPOLIS WY 82443,8733,,21,Fiber,-108.2203561,43.64661928,Worland,
1016 PULLIAM AVE WORLAND WY 82401,12776,,23,Fiber,-107.9548561,44.0187054,Worland,
1617 CULBERTSON AVE WORLAND WY 82401,13606,,23,Fiber,-107.9460533,44.01418121,Worland,
925 N WOOD ST NEWCASTLE WY 82701,27157,,17,Fiber,-104.2171382,43.85821988,Worland,
25591 MOUNTAIN SHADOW RD EDGEMONT SD 57735,63678,,17,Fiber,-103.9810525,43.69587607,Worland,
601 SOLITUDE PL WORLAND WY 82401,13262,,23,Fiber,-107.9436736,44.02196863,Worland,
813 1/2 N WOOD ST NEWCASTLE WY 82701,29367,,17,Fiber,-104.2149948,43.85841622,Worland,
39 N MAIN ST BUFFALO WY 82834,61807,,42,Fiber,-106.698754,44.34765181,Sheridan,
940 BROADWAY ST THERMOPOLIS WY 82443,8737,,21,Fiber,-108.2186167,43.64658463,Worland,
1613 CULBERTSON AVE WORLAND WY 82401,13607,,23,Fiber,-107.9462341,44.01434336,Worland,
3101 N COLLEGE DR CHEYENNE WY 82001,946693,,48,Fiber,-104.7660906,41.12796756,Sheridan,
215 S 6 ST THERMOPOLIS WY 82443,9647,,21,Fiber,-108.2115971,43.644324,Worland,
306 GRACE AVE WORLAND WY 82401,12590,,23,Fiber,-107.9657544,44.01345023,Worland,
1425 PULLIAM AVE WORLAND WY 82401,12854,,23,Fiber,-107.948752,44.01919799,Worland,
103 CLUBHOUSE DR DUBOIS WY 82513,46350,,3,Fiber,-109.6595669,43.54759387,DUBOIS,
128 E BROADWAY ST THERMOPOLIS WY 82443,9841,,21,Fiber,-108.2002415,43.64664452,Worland,
1612 CULBERTSON AVE WORLAND WY 82401,13609,,23,Fiber,-107.9462451,44.013782,Worland,
27 GEYSER CREEK CONNECTION DUBOIS WY 82513,46449,,3,Fiber,-109.7059155,43.52407504,DUBOIS,
934 BROADWAY ST THERMOPOLIS WY 82443,8738,,21,Fiber,-108.2183454,43.64657652,Worland,
1600 MEADE AVE CLEARMONT WY 82835,35320,,37,Fiber,-106.3820751,44.63710755,Forsyth,
10393 DRY LAND DR EDGEMONT SD 57735,946413,,17,Fiber,-103.9770722,43.69687789,Worland,
41 N MAIN ST BUFFALO WY 82834,794194,,42,Fiber,-106.6987519,44.34770523,Sheridan,
49 WARM SPRINGS RD DUBOIS WY 82513,45693,,3,Fiber,-109.6698403,43.5440078,DUBOIS,
1609 CULBERTSON AVE WORLAND WY 82401,13608,,23,Fiber,-107.9464344,44.01446107,Worland,
209 THOMPSON CREEK RD CLEARMONT WY 82835,35256,,37,Fiber,-106.3663507,44.61027693,Forsyth,
508 BLAIR ST PINE BLUFFS WY 82082,5487,,19,Fiber,-104.0715262,41.17938059,Worland,
109 N 9 ST THERMOPOLIS WY 82443,8713,,21,Fiber,-108.2174762,43.64674345,Worland,
504 FREMONT ST THERMOPOLIS WY 82443,9655,,21,Fiber,-108.2105586,43.6440395,Worland,
5093 US HIGHWAY 16 NEWCASTLE WY 82701,28749,,17,Fiber,-104.1666663,43.84220431,Worland,
197 DUFF AVE NEWCASTLE WY 82701,28603,,17,Fiber,-104.1770767,43.84355962,Worland,
1608 CULBERTSON AVE WORLAND WY 82401,13610,,23,Fiber,-107.9464369,44.01387604,Worland,
47 RILEY RD VOLBORG MT 59351,20875,,32,Fiber,-105.6756978,45.72677119,Forsyth,
43 N MAIN ST BUFFALO WY 82834,794195,,42,Fiber,-106.6987635,44.34775515,Sheridan,
506 HORSE CREEK RD DUBOIS WY 82513,45570,,3,Fiber,-109.6353746,43.53967393,DUBOIS,
715 1/2 ARAPAHOE ST THERMOPOLIS WY 82443,10516,,21,Fiber,-108.2143674,43.64687951,Worland,
110 PASSAIC RD CLEARMONT WY 82835,946876,,37,Fiber,-106.2689362,44.73373777,Forsyth,
10392 DRY LAND DR EDGEMONT SD 57735,946414,,17,Fiber,-103.9759534,43.69885694,Worland,
1605 CULBERTSON AVE WORLAND WY 82401,13616,,23,Fiber,-107.9466198,44.01459469,Worland,
302 S 2ND ST WORLAND WY 82401,12682,,23,Fiber,-107.9670956,44.01435468,Worland,
508 E MAIN ST SUNDANCE WY 82729,50129,,78,Fiber,-104.3765387,44.40678489,Forsyth,
129 E ARAPAHOE ST THERMOPOLIS WY 82443,9849,,21,Fiber,-108.2002338,43.64723229,Worland,
45 N MAIN ST BUFFALO WY 82834,794196,,42,Fiber,-106.6987772,44.34780657,Sheridan,
122 WESTVIEW DR DUBOIS WY 82513,46189,,3,Fiber,-109.6684109,43.55290771,DUBOIS,
718 BROADWAY ST THERMOPOLIS WY 82443,8745,,21,Fiber,-108.2145178,43.64646265,Worland,
1604 CULBERTSON AVE WORLAND WY 82401,13611,,23,Fiber,-107.9465555,44.0140271,Worland,
243 S 5 ST THERMOPOLIS WY 82443,9657,,21,Fiber,-108.2100345,43.64399482,Worland,
1806 CIRCLE RD WORLAND WY 82401,13304,,23,Fiber,-107.9444758,44.0204584,Worland,
26 CANYON RD SUNDANCE WY 82729,50263,,78,Fiber,-104.3836624,44.40647165,Forsyth,
608 MEADOWLARK LN WORLAND WY 82401,13294,,23,Fiber,-107.9431199,44.02230776,Worland,
151 CEDAR ST NEWCASTLE WY 82701,28614,,17,Fiber,-104.1816958,43.84669326,Worland,
55 N MAIN ST BUFFALO WY 82834,61736,,42,Fiber,-106.6987718,44.34789783,Sheridan,
1528 CULBERTSON AVE WORLAND WY 82401,13612,,23,Fiber,-107.9467308,44.01414057,Worland,
1520 POPLAR ST NEWCASTLE WY 82701,28636,,17,Fiber,-104.1817656,43.8475374,Worland,
227 POWER RD COLSTRIP MT 59323,61559,,24,Fiber,-106.6112603,45.89507042,Forsyth,
626 BROADWAY ST THERMOPOLIS WY 82443,9447,,21,Fiber,-108.2130093,43.64658687,Worland,
12 MOUNTAIN VIEW DR SUNDANCE WY 82729,49507,,78,Fiber,-104.3825031,44.40042905,Forsyth,
25470 MOONLIGHT DR EDGEMONT SD 57735,946426,,17,Fiber,-103.9566304,43.71337209,Worland,
109 POPLAR ST NEWCASTLE WY 82701,28549,,17,Fiber,-104.1834628,43.8474365,Worland,
1524 CULBERTSON AVE WORLAND WY 82401,13613,,23,Fiber,-107.9468941,44.01426057,Worland,
1017 N HIGHWAY 20 WORLAND WY 82401,11989,,23,Fiber,-107.949491,44.03460238,Worland,
168 TEPEE ST THERMOPOLIS WY 82443,8564,,21,Fiber,-108.1970141,43.65223524,Worland,
71 N MAIN ST BUFFALO WY 82834,794200,,42,Fiber,-106.6988405,44.34830232,Sheridan,
215 1/2 S 5 ST THERMOPOLIS WY 82443,9656,,21,Fiber,-108.2099862,43.64421144,Worland,
309 ARAPAHOE ST THERMOPOLIS WY 82443,9462,,21,Fiber,-108.2070203,43.64685881,Worland,
220 B GARMAN RD SUNDANCE WY 82729,50856,,78,Fiber,-104.6210178,44.47034304,Forsyth,
1601 CULBERTSON AVE WORLAND WY 82401,13617,,23,Fiber,-107.9468345,44.01473965,Worland,
173 BUTTE DR NEWCASTLE WY 82701,28550,,17,Fiber,-104.1828842,43.8474877,Worland,
111 POPLAR ST NEWCASTLE WY,28574,,17,Fiber,-104.1834762,43.84771354,Worland,
118 HAYS DUBOIS WY 82513,46539,,3,Fiber,-109.6315822,43.53841218,DUBOIS,
219 E RIVER RD SHOP THERMOPOLIS WY 82443,8247,,21,Fiber,-108.1955606,43.66532841,Worland,
75 N MAIN ST BUFFALO WY 82834,61739,,42,Fiber,-106.6988998,44.34840525,Sheridan,
580 WILLOW AVE COLSTRIP MT 59323,903603,,24,Fiber,-106.6156608,45.88454492,Forsyth,
1520 CULBERTSON AVE WORLAND WY 82401,13614,,23,Fiber,-107.9470688,44.01436648,Worland,
735 WOOD ST NEWCASTLE WY 82701,27651,,17,Fiber,-104.2142132,43.85779833,Worland,
333 ARAPAHOE ST THERMOPOLIS WY 82443,9465,,21,Fiber,-108.2077578,43.64703303,Worland,
731 WOOD ST NEWCASTLE WY 82701,27678,,17,Fiber,-104.2139097,43.85776891,Worland,
25485 MOONLIGHT DR EDGEMONT SD 57735,946427,,17,Fiber,-103.959073,43.71172322,Worland,
